Method:,Column 1,,
Host Date-Time:,31/3/15 @ 11:9:20,,
Header Version:,1,,
System Temp (C):,34.54,,
Detector Temp (C):,34.49,,
Humidity (%):,1.08,,
Lamp PD:,3820,,
Shift Vector Coefficients:,-10.5391,0.0761263,-0.000134223,,
Pixel to Wavelength Coefficients:,1775.68,-0.916766,-0.000235065,,
Serial Number:,5510004,,
Scan Config Name:,Column 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.672,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.509839,-0.008778,108485.000000,110700.000000
905.375756,-0.003725,121306.000000,122351.000000
909.237442,-0.002668,131909.000000,132722.000000
913.094897,-0.001534,143299.000000,143806.000000
916.948121,-0.000434,156982.000000,157139.000000
922.079171,0.000514,179937.000000,179724.000000
925.922522,0.003148,200504.000000,199056.000000
929.761641,0.004005,222660.000000,220616.000000
933.596530,0.004228,244426.000000,242058.000000
937.427188,0.003149,263972.000000,262065.000000
941.253614,0.001582,281845.000000,280820.000000
945.075809,0.001600,297271.000000,296178.000000
950.165487,-0.000176,315605.000000,315733.000000
953.977810,-0.000501,328029.000000,328408.000000
957.785901,-0.001119,340470.000000,341348.000000
961.589761,-0.000987,352317.000000,353119.000000
965.389390,-0.001559,363056.000000,364362.000000
969.184788,-0.001854,373162.000000,374758.000000
972.975955,-0.001856,382632.000000,384271.000000
976.762890,-0.001054,391202.000000,392153.000000
981.805555,-0.001219,400190.000000,401315.000000
985.582618,-0.001423,406088.000000,407421.000000
989.355450,-0.001154,410162.000000,411253.000000
993.124050,-0.001000,412868.000000,413820.000000
996.888419,-0.000620,414263.000000,414855.000000
1000.648557,-0.000392,415476.000000,415851.000000
1004.404464,-0.000260,415479.000000,415728.000000
1009.405758,-0.000115,414358.000000,414468.000000
1013.151792,-0.000434,412923.000000,413336.000000
1016.893595,-0.000052,411526.000000,411575.000000
1020.631167,-0.000461,409066.000000,409500.000000
1024.364507,-0.000523,406777.000000,407267.000000
1028.093617,-0.000413,404427.000000,404812.000000
1031.818495,-0.000402,401911.000000,402283.000000
1036.778417,-0.000994,398410.000000,399323.000000
1040.493423,-0.000852,396204.000000,396982.000000
1044.204197,-0.001023,394236.000000,395166.000000
