Method:,Column 1,,
Host Date-Time:,31/3/15 @ 11:12:21,,
Header Version:,1,,
System Temp (C):,34.73,,
Detector Temp (C):,34.9,,
Humidity (%):,0.97,,
Lamp PD:,3820,,
Shift Vector Coefficients:,-10.5391,0.0761263,-0.000134223,,
Pixel to Wavelength Coefficients:,1775.68,-0.916766,-0.000235065,,
Serial Number:,5510004,,
Scan Config Name:,Column 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.687,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.509839,-0.008213,108485.000000,110556.000000
905.375756,-0.001405,121306.000000,121699.000000
909.237442,-0.001538,131909.000000,132377.000000
913.094897,-0.000627,143299.000000,143506.000000
916.948121,0.000737,156982.000000,156716.000000
922.079171,0.002124,179937.000000,179059.000000
925.922522,0.004748,200504.000000,198324.000000
929.761641,0.004249,222660.000000,220492.000000
933.596530,0.005029,244426.000000,241612.000000
937.427188,0.002937,263972.000000,262193.000000
941.253614,0.003597,281845.000000,279520.000000
945.075809,0.002783,297271.000000,295372.000000
950.165487,0.001319,315605.000000,314648.000000
953.977810,-0.000503,328029.000000,328409.000000
957.785901,-0.000193,340470.000000,340621.000000
961.589761,-0.000319,352317.000000,352576.000000
965.389390,-0.000897,363056.000000,363807.000000
969.184788,-0.001111,373162.000000,374118.000000
972.975955,-0.000832,382632.000000,383366.000000
976.762890,-0.000835,391202.000000,391955.000000
981.805555,-0.000903,400190.000000,401023.000000
985.582618,-0.000482,406088.000000,406539.000000
989.355450,-0.000441,410162.000000,410579.000000
993.124050,-0.000389,412868.000000,413238.000000
996.888419,-0.000558,414263.000000,414796.000000
1000.648557,-0.000597,415476.000000,416048.000000
1004.404464,-0.000116,415479.000000,415590.000000
1009.405758,0.000230,414358.000000,414139.000000
1013.151792,0.000145,412923.000000,412785.000000
1016.893595,0.000178,411526.000000,411357.000000
1020.631167,0.000252,409066.000000,408829.000000
1024.364507,0.000021,406777.000000,406757.000000
1028.093617,-0.000265,404427.000000,404674.000000
1031.818495,0.000334,401911.000000,401602.000000
1036.778417,-0.000056,398410.000000,398461.000000
1040.493423,-0.000912,396204.000000,397037.000000
1044.204197,-0.000526,394236.000000,394714.000000
1047.910740,-0.000579,392042.000000,392565.000000
1051.613052,-0.001146,389823.000000,390853.000000
1055.311133,-0.000974,388234.000000,389106.000000
1059.004983,-0.001557,387599.000000,388991.000000
1063.923534,-0.001980,386688.000000,388455.000000
1067.607511,-0.002302,386598.000000,388653.000000
1071.287257,-0.002731,387377.000000,389821.000000
1074.962771,-0.002758,388536.000000,391011.000000
1078.634055,-0.002432,389855.000000,392044.000000
1082.301107,-0.003441,391215.000000,394327.000000
1085.963928,-0.003132,393215.000000,396061.000000
1090.841108,-0.003588,396270.000000,399557.000000
1094.494056,-0.003181,398760.000000,401691.000000
1098.142773,-0.002569,400987.000000,403366.000000
1101.787259,-0.002395,403477.000000,405708.000000
1105.427514,-0.001031,406116.000000,407081.000000
1109.063538,-0.000146,407701.000000,407838.000000
1112.695330,0.002510,409859.000000,407497.000000
1117.531139,0.007893,412494.000000,405065.000000
1121.153058,0.012426,414909.000000,403206.000000
1124.770747,0.015270,416559.000000,402167.000000
1128.384204,0.016175,418532.000000,403231.000000
1131.993431,0.013537,419956.000000,407068.000000
1135.598426,0.010090,421946.000000,412256.000000
1139.199190,0.006664,423881.000000,417426.000000
1143.993626,0.004040,426786.000000,422834.000000
1147.584518,0.003362,428617.000000,425312.000000
1151.171178,0.003874,431169.000000,427340.000000
1154.753606,0.003933,433579.000000,429670.000000
1158.331804,0.004311,436264.000000,431955.000000
1161.905771,0.004859,439132.000000,434246.000000
1165.475506,0.004906,442389.000000,437420.000000
1169.041010,0.005735,446101.000000,440249.000000
1173.788434,0.005785,451929.000000,445949.000000
1177.344065,0.004266,456026.000000,451568.000000
1180.895466,0.003604,461306.000000,457494.000000
1184.442635,0.002499,467657.000000,464974.000000
1187.985573,0.001536,473969.000000,472296.000000
1191.524279,0.000583,479856.000000,479212.000000
1195.058755,0.000343,487372.000000,486987.000000
1199.764807,-0.000442,497347.000000,497854.000000
1203.289410,-0.000323,504311.000000,504686.000000
1206.809782,-0.000032,511507.000000,511545.000000
1210.325922,-0.000436,519078.000000,519599.000000
1213.837832,-0.000334,527163.000000,527569.000000
1217.345510,-0.000245,534208.000000,534510.000000
1220.848957,-0.000511,540472.000000,541108.000000
1225.513638,-0.000651,549929.000000,550754.000000
1229.007212,-0.000670,556888.000000,557748.000000
1232.496555,-0.000565,562180.000000,562912.000000
1235.981667,-0.001013,567975.000000,569302.000000
1239.462548,-0.001472,574815.000000,576766.000000
1242.939198,-0.002019,582782.000000,585497.000000
1246.411616,-0.002443,591476.000000,594813.000000
1251.034925,-0.001926,604016.000000,606701.000000
1254.497471,-0.001794,612289.000000,614824.000000
1257.955786,-0.001671,619125.000000,621512.000000
1261.409869,-0.001050,624551.000000,626063.000000
1264.859721,-0.000961,629900.000000,631296.000000
1268.305342,-0.001108,634345.000000,635966.000000
1271.746732,-0.000696,638574.000000,639598.000000
1276.328670,-0.000407,642499.000000,643102.000000
1279.760187,-0.000319,645905.000000,646380.000000
1283.187473,-0.000718,648307.000000,649379.000000
1286.610528,-0.000198,650446.000000,650742.000000
1290.029352,0.000027,652132.000000,652091.000000
1293.443944,-0.000406,653907.000000,654518.000000
1296.854305,-0.000604,655963.000000,656876.000000
1301.394872,-0.000698,657349.000000,658407.000000
1304.795360,-0.000421,657558.000000,658196.000000
1308.191618,0.000119,658515.000000,658335.000000
1311.583644,0.000114,658804.000000,658631.000000
1314.971439,0.000423,659011.000000,658369.000000
1318.355003,0.000702,658272.000000,657209.000000
1321.734336,0.000769,658022.000000,656858.000000
1326.233531,0.001195,657870.000000,656062.000000
1329.602991,0.001535,656482.000000,654166.000000
1332.968219,0.001550,654926.000000,652592.000000
1336.329217,0.002111,653727.000000,650557.000000
1339.685984,0.002900,652497.000000,648154.000000
1343.038519,0.004239,649913.000000,643601.000000
1346.386823,0.005464,647671.000000,639573.000000
1349.730896,0.006680,645338.000000,635488.000000
1354.183078,0.008308,641175.000000,629026.000000
1357.517278,0.009083,638376.000000,625164.000000
1360.847247,0.009516,635805.000000,622025.000000
1364.172985,0.009488,633413.000000,619725.000000
1367.494492,0.009374,631026.000000,617551.000000
1370.811767,0.009263,628050.000000,614796.000000
1374.124812,0.009810,625034.000000,611074.000000
1378.535622,0.010011,620272.000000,606137.000000
1381.838794,0.010262,616892.000000,602486.000000
1385.137734,0.010592,613613.000000,598829.000000
1388.432444,0.010857,611526.000000,596428.000000
1391.722922,0.011588,610663.000000,594585.000000
1395.009169,0.012510,610634.000000,593296.000000
1398.291185,0.013710,611700.000000,592691.000000
1402.660624,0.014781,614051.000000,593504.000000
1405.932767,0.015599,616268.000000,594526.000000
1409.200679,0.016155,617795.000000,595236.000000
1412.464359,0.017194,618872.000000,594849.000000
1415.723809,0.017227,619795.000000,595691.000000
1418.979027,0.017086,620495.000000,596558.000000
1422.230015,0.016725,621087.000000,597623.000000
1426.558082,0.015766,621375.000000,599222.000000
1429.799197,0.015289,621616.000000,600113.000000
1433.036080,0.014644,622129.000000,601501.000000
1436.268732,0.013980,621526.000000,601838.000000
1439.497153,0.012972,621113.000000,602835.000000
1442.721343,0.012695,620921.000000,603034.000000
1445.941302,0.012422,620270.000000,602780.000000
1450.227998,0.012087,618860.000000,601874.000000
1453.438084,0.011525,617697.000000,601520.000000
1456.643939,0.011700,616264.000000,599883.000000
1459.845562,0.011602,614413.000000,598217.000000
1463.042954,0.010845,612307.000000,597206.000000
1466.236116,0.010555,610032.000000,595384.000000
1469.425046,0.010458,607345.000000,592894.000000
1473.670371,0.010412,603789.000000,589485.000000
1476.849428,0.010414,601175.000000,586931.000000
1480.024254,0.009933,597737.000000,584221.000000
1483.194849,0.010361,594479.000000,580464.000000
1486.361213,0.009867,591232.000000,577951.000000
1489.523345,0.010358,587853.000000,573999.000000
1492.681247,0.010253,583875.000000,570252.000000
1496.885200,0.010154,578062.000000,564704.000000
1500.033229,0.009548,574159.000000,561674.000000
1503.177027,0.009846,570285.000000,557502.000000
1506.316593,0.009329,565444.000000,553427.000000
1509.451928,0.008659,560571.000000,549505.000000
1512.583032,0.008690,555821.000000,544810.000000
1515.709905,0.007945,550344.000000,540368.000000
1519.872487,0.008283,543983.000000,533706.000000
1522.989487,0.008496,538764.000000,528327.000000
1526.102256,0.008361,533692.000000,523516.000000
1529.210794,0.008232,527902.000000,517990.000000
1532.315101,0.008240,521886.000000,512078.000000
1535.415176,0.008412,515888.000000,505992.000000
1538.511021,0.008093,509987.000000,500572.000000
1541.602634,0.008454,503936.000000,494221.000000
1545.718203,0.008581,494694.000000,485016.000000
1548.799943,0.008297,488378.000000,479136.000000
1551.877452,0.008725,481832.000000,472249.000000
1554.950730,0.008372,474989.000000,465920.000000
1558.019777,0.008037,467818.000000,459240.000000
1561.084593,0.008673,460730.000000,451620.000000
1564.145177,0.008679,454170.000000,445184.000000
1568.219375,0.008118,444181.000000,435955.000000
1571.270087,0.008917,436947.000000,428067.000000
1574.316568,0.008406,429598.000000,421363.000000
1577.358817,0.008746,422039.000000,413625.000000
1580.396835,0.008732,414375.000000,406127.000000
1583.430622,0.009074,406354.000000,397952.000000
1586.460178,0.008633,398475.000000,390632.000000
1590.493005,0.010188,388982.000000,379963.000000
1593.512688,0.009917,380708.000000,372113.000000
1596.528140,0.010814,372727.000000,363561.000000
1599.539361,0.011389,365060.000000,355611.000000
1602.546350,0.013005,357543.000000,346995.000000
1605.549109,0.015186,349495.000000,337485.000000
1608.547636,0.016977,341154.000000,328075.000000
1612.539091,0.020120,330877.000000,315898.000000
1615.527746,0.020942,322904.000000,307703.000000
1618.512169,0.022711,315116.000000,299061.000000
1621.492362,0.025139,307217.000000,289939.000000
1624.468323,0.027485,299481.000000,281115.000000
1627.440053,0.031842,292112.000000,271461.000000
1630.407551,0.037543,284245.000000,260705.000000
1634.357635,0.048813,274079.000000,244942.000000
1637.315261,0.061572,266916.000000,231634.000000
1640.268656,0.076257,259612.000000,217805.000000
1643.217819,0.091456,251804.000000,203989.000000
1646.162752,0.108032,244348.000000,190536.000000
1649.103453,0.122656,236703.000000,178463.000000
1652.039924,0.135765,228171.000000,166915.000000
1655.948635,0.142919,215408.000000,155004.000000
1658.875233,0.137127,204937.000000,149449.000000
1661.797599,0.123248,193395.000000,145612.000000
1664.715734,0.100914,179728.000000,142463.000000
1667.629638,0.071077,163642.000000,138937.000000
1670.539311,0.043960,146312.000000,132227.000000
1673.444753,0.013962,128451.000000,124387.000000
1677.312093,-0.022753,105080.000000,110732.000000
1680.207662,-0.044884,88906.000000,98586.000000
1683.099000,-0.064786,75033.000000,87104.000000
1685.986106,-0.073694,63520.000000,75267.000000
1688.868982,-0.086479,53714.000000,65549.000000
1691.747626,-0.082242,45653.000000,55171.000000
1694.622039,-0.081805,39137.000000,47249.000000
1697.492221,-0.075845,33776.000000,40221.000000
1701.312548,-0.062474,28175.000000,32534.000000
