Method:,Column 1,,
Host Date-Time:,31/3/15 @ 11:35:47,,
Header Version:,1,,
System Temp (C):,34.82,,
Detector Temp (C):,35.52,,
Humidity (%):,0.87,,
Lamp PD:,3819,,
Shift Vector Coefficients:,-10.5391,0.0761263,-0.000134223,,
Pixel to Wavelength Coefficients:,1775.68,-0.916766,-0.000235065,,
Serial Number:,5510004,,
Scan Config Name:,Column 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.729,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.509839,0.005292,108485.000000,107171.000000
905.375756,0.010718,121306.000000,118349.000000
909.237442,0.013278,131909.000000,127937.000000
913.094897,0.014107,143299.000000,138719.000000
916.948121,0.014621,156982.000000,151785.000000
922.079171,0.016713,179937.000000,173144.000000
925.922522,0.018487,200504.000000,192148.000000
929.761641,0.020108,222660.000000,212586.000000
933.596530,0.020477,244426.000000,233169.000000
937.427188,0.018843,263972.000000,252764.000000
941.253614,0.017968,281845.000000,270422.000000
945.075809,0.016732,297271.000000,286036.000000
950.165487,0.015899,315605.000000,304260.000000
953.977810,0.014170,328029.000000,317499.000000
957.785901,0.014966,340470.000000,328937.000000
961.589761,0.014614,352317.000000,340659.000000
965.389390,0.014251,363056.000000,351336.000000
969.184788,0.013575,373162.000000,361678.000000
972.975955,0.013807,382632.000000,370659.000000
976.762890,0.014430,391202.000000,378417.000000
981.805555,0.014057,400190.000000,387444.000000
985.582618,0.015201,406088.000000,392120.000000
989.355450,0.014889,410162.000000,396339.000000
993.124050,0.014695,412868.000000,399132.000000
996.888419,0.015124,414263.000000,400085.000000
1000.648557,0.015588,415476.000000,400828.000000
1004.404464,0.015447,415479.000000,400961.000000
1009.405758,0.015931,414358.000000,399434.000000
1013.151792,0.016596,412923.000000,397441.000000
1016.893595,0.016496,411526.000000,396188.000000
1020.631167,0.016004,409066.000000,394266.000000
1024.364507,0.016500,406777.000000,391612.000000
1028.093617,0.016565,404427.000000,389292.000000
1031.818495,0.015781,401911.000000,387569.000000
1036.778417,0.015594,398410.000000,384358.000000
1040.493423,0.014873,396204.000000,382865.000000
1044.204197,0.015343,394236.000000,380551.000000
1047.910740,0.014940,392042.000000,378785.000000
1051.613052,0.014898,389823.000000,376677.000000
1055.311133,0.014177,388234.000000,375765.000000
1059.004983,0.014052,387599.000000,375259.000000
1063.923534,0.013371,386688.000000,374964.000000
1067.607511,0.013000,386598.000000,375197.000000
1071.287257,0.013364,387377.000000,375638.000000
1074.962771,0.013173,388536.000000,376928.000000
1078.634055,0.012846,389855.000000,378492.000000
1082.301107,0.012522,391215.000000,380096.000000
1085.963928,0.012508,393215.000000,382052.000000
1090.841108,0.012058,396270.000000,385419.000000
1094.494056,0.012431,398760.000000,387508.000000
1098.142773,0.012543,400987.000000,389572.000000
1101.787259,0.012831,403477.000000,391731.000000
1105.427514,0.013764,406116.000000,393447.000000
1109.063538,0.014854,407701.000000,393992.000000
1112.695330,0.016848,409859.000000,394263.000000
1117.531139,0.020401,412494.000000,393565.000000
1121.153058,0.024005,414909.000000,392598.000000
1124.770747,0.026560,416559.000000,391847.000000
1128.384204,0.027237,418532.000000,393090.000000
1131.993431,0.025255,419956.000000,396231.000000
1135.598426,0.022779,421946.000000,400385.000000
1139.199190,0.019933,423881.000000,404866.000000
1143.993626,0.019007,426786.000000,408510.000000
1147.584518,0.018352,428617.000000,410882.000000
1151.171178,0.018681,431169.000000,413016.000000
1154.753606,0.018668,433579.000000,415337.000000
1158.331804,0.019928,436264.000000,416698.000000
1161.905771,0.020118,439132.000000,419254.000000
1165.475506,0.020096,442389.000000,422385.000000
1169.041010,0.020260,446101.000000,425768.000000
1173.788434,0.020483,451929.000000,431109.000000
1177.344065,0.020122,456026.000000,435379.000000
1180.895466,0.019449,461306.000000,441103.000000
1184.442635,0.018835,467657.000000,447809.000000
1187.985573,0.018456,473969.000000,454249.000000
1191.524279,0.018041,479856.000000,460331.000000
1195.058755,0.018274,487372.000000,467290.000000
1199.764807,0.018577,497347.000000,476522.000000
1203.289410,0.018387,504311.000000,483405.000000
1206.809782,0.018488,511507.000000,490189.000000
1210.325922,0.018420,519078.000000,497522.000000
1213.837832,0.018823,527163.000000,504803.000000
1217.345510,0.018819,534208.000000,511554.000000
1220.848957,0.019042,540472.000000,517286.000000
1225.513638,0.018712,549929.000000,526738.000000
1229.007212,0.019317,556888.000000,532661.000000
1232.496555,0.018395,562180.000000,538866.000000
1235.981667,0.018941,567975.000000,543736.000000
1239.462548,0.017953,574815.000000,551538.000000
1242.939198,0.017658,582782.000000,559562.000000
1246.411616,0.017684,591476.000000,567876.000000
1251.034925,0.018278,604016.000000,579122.000000
1254.497471,0.018278,612289.000000,587054.000000
1257.955786,0.018555,619125.000000,593230.000000
1261.409869,0.018862,624551.000000,598006.000000
1264.859721,0.018941,629900.000000,603019.000000
1268.305342,0.018874,634345.000000,607368.000000
1271.746732,0.019566,638574.000000,610443.000000
1276.328670,0.019373,642499.000000,614468.000000
1279.760187,0.019589,645905.000000,617418.000000
1283.187473,0.019447,648307.000000,619917.000000
1286.610528,0.019496,650446.000000,621892.000000
1290.029352,0.019480,652132.000000,623527.000000
1293.443944,0.019203,653907.000000,625624.000000
1296.854305,0.019340,655963.000000,627392.000000
1301.394872,0.019282,657349.000000,628802.000000
1304.795360,0.019495,657558.000000,628693.000000
1308.191618,0.019171,658515.000000,630079.000000
1311.583644,0.019201,658804.000000,630312.000000
1314.971439,0.019831,659011.000000,629596.000000
1318.355003,0.020516,658272.000000,627899.000000
1321.734336,0.020625,658022.000000,627503.000000
1326.233531,0.021137,657870.000000,626618.000000
1329.602991,0.021230,656482.000000,625162.000000
1332.968219,0.021673,654926.000000,623045.000000
1336.329217,0.021987,653727.000000,621454.000000
1339.685984,0.022924,652497.000000,618948.000000
1343.038519,0.024142,649913.000000,614771.000000
1346.386823,0.025248,647671.000000,611092.000000
1349.730896,0.026533,645338.000000,607092.000000
1354.183078,0.027968,641175.000000,601185.000000
1357.517278,0.028788,638376.000000,597432.000000
1360.847247,0.029335,635805.000000,594277.000000
1364.172985,0.029628,633413.000000,591642.000000
1367.494492,0.029709,631026.000000,589302.000000
1370.811767,0.030422,628050.000000,585561.000000
1374.124812,0.030767,625034.000000,582287.000000
1378.535622,0.031105,620272.000000,577401.000000
1381.838794,0.031738,616892.000000,573418.000000
1385.137734,0.032477,613613.000000,569400.000000
