Method:,Column 1,,
Host Date-Time:,31/3/15 @ 11:7:6,,
Header Version:,1,,
System Temp (C):,34.36,,
Detector Temp (C):,33.91,,
Humidity (%):,1.27,,
Lamp PD:,3820,,
Shift Vector Coefficients:,-10.5391,0.0761263,-0.000134223,,
Pixel to Wavelength Coefficients:,1775.68,-0.916766,-0.000235065,,
Serial Number:,5510004,,
Scan Config Name:,Column 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.673,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.509839,-0.009143,108485.000000,110793.000000
905.375756,-0.002823,121306.000000,122097.000000
909.237442,-0.002066,131909.000000,132538.000000
913.094897,-0.002719,143299.000000,144199.000000
916.948121,-0.000686,156982.000000,157230.000000
922.079171,0.000877,179937.000000,179574.000000
925.922522,0.001591,200504.000000,199771.000000
929.761641,0.002347,222660.000000,221460.000000
933.596530,0.002774,244426.000000,242870.000000
937.427188,0.001876,263972.000000,262834.000000
941.253614,0.001834,281845.000000,280657.000000
945.075809,0.000212,297271.000000,297126.000000
950.165487,-0.000639,315605.000000,316070.000000
953.977810,-0.000928,328029.000000,328731.000000
957.785901,-0.001033,340470.000000,341281.000000
961.589761,-0.001072,352317.000000,353188.000000
965.389390,-0.001384,363056.000000,364215.000000
969.184788,-0.001709,373162.000000,374633.000000
972.975955,-0.001720,382632.000000,384150.000000
976.762890,-0.001306,391202.000000,392380.000000
981.805555,-0.001595,400190.000000,401662.000000
985.582618,-0.000837,406088.000000,406871.000000
989.355450,-0.001016,410162.000000,411123.000000
993.124050,-0.001225,412868.000000,414034.000000
996.888419,-0.001205,414263.000000,415414.000000
1000.648557,-0.001405,415476.000000,416822.000000
1004.404464,-0.000688,415479.000000,416138.000000
1009.405758,0.000035,414358.000000,414325.000000
1013.151792,-0.000800,412923.000000,413684.000000
1016.893595,-0.000832,411526.000000,412315.000000
1020.631167,-0.000529,409066.000000,409565.000000
1024.364507,0.000051,406777.000000,406729.000000
1028.093617,-0.000834,404427.000000,405204.000000
1031.818495,-0.001033,401911.000000,402868.000000
1036.778417,-0.001226,398410.000000,399536.000000
1040.493423,-0.001343,396204.000000,397431.000000
1044.204197,-0.001246,394236.000000,395369.000000
1047.910740,-0.001667,392042.000000,393550.000000
1051.613052,-0.002218,389823.000000,391819.000000
1055.311133,-0.001813,388234.000000,389858.000000
1059.004983,-0.002586,387599.000000,389914.000000
1063.923534,-0.002503,386688.000000,388923.000000
1067.607511,-0.003337,386598.000000,389580.000000
1071.287257,-0.003139,387377.000000,390187.000000
1074.962771,-0.003722,388536.000000,391880.000000
1078.634055,-0.003720,389855.000000,393209.000000
1082.301107,-0.003696,391215.000000,394559.000000
1085.963928,-0.003203,393215.000000,396126.000000
1090.841108,-0.003768,396270.000000,399723.000000
1094.494056,-0.003428,398760.000000,401920.000000
1098.142773,-0.003761,400987.000000,404475.000000
1101.787259,-0.003125,403477.000000,406391.000000
1105.427514,-0.001481,406116.000000,407503.000000
1109.063538,0.000019,407701.000000,407683.000000
1112.695330,0.002125,409859.000000,407858.000000
1117.531139,0.006774,412494.000000,406110.000000
1121.153058,0.011831,414909.000000,403759.000000
1124.770747,0.015314,416559.000000,402126.000000
1128.384204,0.015389,418532.000000,403961.000000
1131.993431,0.012937,419956.000000,407631.000000
1135.598426,0.009638,421946.000000,412685.000000
1139.199190,0.005693,423881.000000,418361.000000
1143.993626,0.003675,426786.000000,423190.000000
1147.584518,0.002929,428617.000000,425736.000000
1151.171178,0.003379,431169.000000,427827.000000
1154.753606,0.003114,433579.000000,430481.000000
1158.331804,0.004025,436264.000000,432239.000000
1161.905771,0.004464,439132.000000,434641.000000
1165.475506,0.004942,442389.000000,437383.000000
1169.041010,0.005175,446101.000000,440817.000000
1173.788434,0.004860,451929.000000,446900.000000
1177.344065,0.004192,456026.000000,451645.000000
1180.895466,0.003248,461306.000000,457869.000000
1184.442635,0.002017,467657.000000,465490.000000
1187.985573,0.001045,473969.000000,472830.000000
1191.524279,0.000013,479856.000000,479842.000000
1195.058755,-0.000103,487372.000000,487488.000000
1199.764807,-0.000648,497347.000000,498090.000000
1203.289410,-0.001149,504311.000000,505647.000000
1206.809782,-0.000925,511507.000000,512598.000000
1210.325922,-0.000873,519078.000000,520122.000000
1213.837832,-0.001029,527163.000000,528414.000000
1217.345510,-0.000978,534208.000000,535412.000000
1220.848957,-0.000958,540472.000000,541666.000000
1225.513638,-0.001248,549929.000000,551512.000000
1229.007212,-0.001655,556888.000000,559014.000000
1232.496555,-0.001712,562180.000000,564400.000000
1235.981667,-0.001821,567975.000000,570362.000000
1239.462548,-0.002331,574815.000000,577909.000000
1242.939198,-0.002598,582782.000000,586279.000000
1246.411616,-0.002950,591476.000000,595508.000000
1251.034925,-0.002604,604016.000000,607648.000000
1254.497471,-0.002209,612289.000000,615411.000000
1257.955786,-0.001813,619125.000000,621715.000000
1261.409869,-0.001709,624551.000000,627013.000000
1264.859721,-0.001845,629900.000000,632581.000000
1268.305342,-0.001552,634345.000000,636616.000000
1271.746732,-0.001313,638574.000000,640508.000000
1276.328670,-0.001335,642499.000000,644477.000000
1279.760187,-0.000909,645905.000000,647259.000000
1283.187473,-0.001240,648307.000000,650160.000000
1286.610528,-0.001256,650446.000000,652330.000000
1290.029352,-0.000663,652132.000000,653128.000000
1293.443944,-0.001129,653907.000000,655609.000000
1296.854305,-0.000556,655963.000000,656804.000000
1301.394872,-0.000844,657349.000000,658627.000000
1304.795360,-0.000627,657558.000000,658508.000000
1308.191618,-0.000671,658515.000000,659533.000000
1311.583644,-0.000878,658804.000000,660137.000000
1314.971439,-0.000045,659011.000000,659079.000000
1318.355003,-0.000009,658272.000000,658285.000000
1321.734336,-0.000119,658022.000000,658203.000000
1326.233531,0.000825,657870.000000,656622.000000
1329.602991,0.001115,656482.000000,654798.000000
1332.968219,0.001106,654926.000000,653260.000000
1336.329217,0.001361,653727.000000,651682.000000
1339.685984,0.002461,652497.000000,648810.000000
1343.038519,0.003563,649913.000000,644603.000000
1346.386823,0.004864,647671.000000,640457.000000
1349.730896,0.006069,645338.000000,636382.000000
1354.183078,0.007890,641175.000000,629632.000000
1357.517278,0.008336,638376.000000,626239.000000
1360.847247,0.009086,635805.000000,622642.000000
1364.172985,0.008618,633413.000000,620968.000000
1367.494492,0.009047,631026.000000,618017.000000
1370.811767,0.008852,628050.000000,615379.000000
1374.124812,0.009204,625034.000000,611927.000000
1378.535622,0.009423,620272.000000,606959.000000
1381.838794,0.009862,616892.000000,603041.000000
1385.137734,0.010240,613613.000000,599314.000000
1388.432444,0.010441,611526.000000,597000.000000
1391.722922,0.011218,610663.000000,595091.000000
1395.009169,0.011919,610634.000000,594103.000000
1398.291185,0.012990,611700.000000,593675.000000
1402.660624,0.014337,614051.000000,594111.000000
1405.932767,0.015253,616268.000000,595000.000000
1409.200679,0.015835,617795.000000,595675.000000
1412.464359,0.016453,618872.000000,595865.000000
1415.723809,0.016462,619795.000000,596741.000000
1418.979027,0.016544,620495.000000,597302.000000
1422.230015,0.016398,621087.000000,598073.000000
