Method:,Column 1,,
Host Date-Time:,31/3/15 @ 12:19:24,,
Header Version:,1,,
System Temp (C):,33.89,,
Detector Temp (C):,34.56,,
Humidity (%):,1.81,,
Lamp PD:,3818,,
Shift Vector Coefficients:,-10.5391,0.0761263,-0.000134223,,
Pixel to Wavelength Coefficients:,1775.68,-0.916766,-0.000235065,,
Serial Number:,5510004,,
Scan Config Name:,Column 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.727,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.509839,0.069186,108485.000000,92509.000000
905.375756,0.075078,121306.000000,102048.000000
909.237442,0.077046,131909.000000,110466.000000
913.094897,0.078047,143299.000000,119728.000000
916.948121,0.080362,156982.000000,130463.000000
922.079171,0.080790,179937.000000,149393.000000
925.922522,0.082012,200504.000000,166001.000000
929.761641,0.083706,222660.000000,183627.000000
933.596530,0.082579,244426.000000,202101.000000
937.427188,0.082204,263972.000000,218451.000000
941.253614,0.080809,281845.000000,233992.000000
945.075809,0.080217,297271.000000,247136.000000
950.165487,0.079753,315605.000000,262658.000000
953.977810,0.077870,328029.000000,274184.000000
957.785901,0.079483,340470.000000,283528.000000
961.589761,0.079595,352317.000000,293318.000000
965.389390,0.078877,363056.000000,302759.000000
969.184788,0.078957,373162.000000,311129.000000
972.975955,0.079026,382632.000000,318974.000000
976.762890,0.080113,391202.000000,325303.000000
981.805555,0.079702,400190.000000,333092.000000
985.582618,0.080612,406088.000000,337294.000000
989.355450,0.081475,410162.000000,340001.000000
993.124050,0.081605,412868.000000,342142.000000
996.888419,0.081964,414263.000000,343014.000000
1000.648557,0.083113,415476.000000,343110.000000
1004.404464,0.084302,415479.000000,342174.000000
1009.405758,0.085379,414358.000000,340406.000000
1013.151792,0.086513,412923.000000,338342.000000
1016.893595,0.086757,411526.000000,337008.000000
1020.631167,0.085532,409066.000000,335940.000000
1024.364507,0.085949,406777.000000,333739.000000
1028.093617,0.085622,404427.000000,332061.000000
1031.818495,0.085575,401911.000000,330031.000000
1036.778417,0.085400,398410.000000,327288.000000
1040.493423,0.084989,396204.000000,325784.000000
1044.204197,0.085176,394236.000000,324026.000000
1047.910740,0.084894,392042.000000,322432.000000
1051.613052,0.084047,389823.000000,321233.000000
1055.311133,0.084020,388234.000000,319944.000000
1059.004983,0.084700,387599.000000,318921.000000
1063.923534,0.082829,386688.000000,319545.000000
1067.607511,0.082473,386598.000000,319732.000000
1071.287257,0.082516,387377.000000,320345.000000
1074.962771,0.081261,388536.000000,322233.000000
1078.634055,0.081099,389855.000000,323448.000000
1082.301107,0.080034,391215.000000,325373.000000
1085.963928,0.079834,393215.000000,327187.000000
1090.841108,0.078745,396270.000000,330557.000000
1094.494056,0.078082,398760.000000,333142.000000
1098.142773,0.077549,400987.000000,335414.000000
1101.787259,0.076399,403477.000000,338392.000000
1105.427514,0.076811,406116.000000,340282.000000
1109.063538,0.076111,407701.000000,342161.000000
1112.695330,0.075527,409859.000000,344435.000000
1117.531139,0.074552,412494.000000,347429.000000
1121.153058,0.075574,414909.000000,348641.000000
1124.770747,0.076034,416559.000000,349657.000000
1128.384204,0.076866,418532.000000,350641.000000
1131.993431,0.077312,419956.000000,351473.000000
1135.598426,0.079250,421946.000000,351566.000000
1139.199190,0.080170,423881.000000,352431.000000
1143.993626,0.082266,426786.000000,353138.000000
1147.584518,0.083287,428617.000000,353820.000000
1151.171178,0.084522,431169.000000,354916.000000
1154.753606,0.085557,433579.000000,356050.000000
1158.331804,0.087034,436264.000000,357039.000000
1161.905771,0.087947,439132.000000,358631.000000
1165.475506,0.090437,442389.000000,359226.000000
1169.041010,0.093169,446101.000000,359968.000000
1173.788434,0.095911,451929.000000,362376.000000
1177.344065,0.097940,456026.000000,363957.000000
1180.895466,0.100064,461306.000000,366374.000000
1184.442635,0.101818,467657.000000,369921.000000
1187.985573,0.102775,473969.000000,374089.000000
1191.524279,0.103538,479856.000000,378071.000000
1195.058755,0.103075,487372.000000,384402.000000
1199.764807,0.102683,497347.000000,392624.000000
1203.289410,0.101480,504311.000000,399226.000000
1206.809782,0.101479,511507.000000,404923.000000
1210.325922,0.100093,519078.000000,412230.000000
1213.837832,0.099985,527163.000000,418755.000000
1217.345510,0.099184,534208.000000,425135.000000
1220.848957,0.098561,540472.000000,430737.000000
1225.513638,0.098245,549929.000000,438593.000000
1229.007212,0.097821,556888.000000,444577.000000
1232.496555,0.096624,562180.000000,450040.000000
1235.981667,0.096300,567975.000000,455019.000000
1239.462548,0.095115,574815.000000,461757.000000
1242.939198,0.094615,582782.000000,468696.000000
1246.411616,0.093733,591476.000000,476655.000000
1251.034925,0.093772,604016.000000,486717.000000
1254.497471,0.093604,612289.000000,493574.000000
1257.955786,0.094274,619125.000000,498316.000000
1261.409869,0.094722,624551.000000,502164.000000
1264.859721,0.095559,629900.000000,505490.000000
1268.305342,0.095638,634345.000000,508965.000000
1271.746732,0.096839,638574.000000,510943.000000
1276.328670,0.096929,642499.000000,513977.000000
1279.760187,0.096417,645905.000000,517311.000000
1283.187473,0.096050,648307.000000,519674.000000
1286.610528,0.095845,650446.000000,521635.000000
1290.029352,0.095268,652132.000000,523682.000000
1293.443944,0.094673,653907.000000,525827.000000
1296.854305,0.095149,655963.000000,526902.000000
1301.394872,0.094607,657349.000000,528675.000000
1304.795360,0.094512,657558.000000,528959.000000
1308.191618,0.094486,658515.000000,529761.000000
1311.583644,0.095174,658804.000000,529154.000000
1314.971439,0.095246,659011.000000,529233.000000
1318.355003,0.095764,658272.000000,528009.000000
1321.734336,0.095910,658022.000000,527631.000000
1326.233531,0.096757,657870.000000,526481.000000
1329.602991,0.098141,656482.000000,523699.000000
1332.968219,0.098575,654926.000000,521936.000000
1336.329217,0.100135,653727.000000,519113.000000
1339.685984,0.101253,652497.000000,516803.000000
1343.038519,0.103060,649913.000000,512620.000000
1346.386823,0.105008,647671.000000,508565.000000
1349.730896,0.106645,645338.000000,504827.000000
1354.183078,0.110033,641175.000000,497673.000000
1357.517278,0.111638,638376.000000,493672.000000
1360.847247,0.114042,635805.000000,488970.000000
1364.172985,0.115833,633413.000000,485125.000000
1367.494492,0.118255,631026.000000,480609.000000
1370.811767,0.120729,628050.000000,475626.000000
1374.124812,0.122835,625034.000000,471052.000000
1378.535622,0.125355,620272.000000,464758.000000
1381.838794,0.128134,616892.000000,459277.000000
1385.137734,0.132220,613613.000000,452558.000000
1388.432444,0.135445,611526.000000,447682.000000
1391.722922,0.140413,610663.000000,441966.000000
1395.009169,0.145000,610634.000000,437302.000000
1398.291185,0.149933,611700.000000,433117.000000
1402.660624,0.156714,614051.000000,428046.000000
1405.932767,0.161894,616268.000000,424498.000000
1409.200679,0.166481,617795.000000,421079.000000
1412.464359,0.171440,618872.000000,417024.000000
1415.723809,0.175919,619795.000000,413361.000000
1418.979027,0.179180,620495.000000,410732.000000
1422.230015,0.182817,621087.000000,407695.000000
1426.558082,0.187061,621375.000000,403918.000000
1429.799197,0.189191,621616.000000,402097.000000
1433.036080,0.192631,622129.000000,399254.000000
1436.268732,0.194526,621526.000000,397131.000000
