Method:,Column 1,,
Host Date-Time:,31/3/15 @ 12:30:17,,
Header Version:,1,,
System Temp (C):,34.11,,
Detector Temp (C):,34.97,,
Humidity (%):,1.66,,
Lamp PD:,3818,,
Shift Vector Coefficients:,-10.5391,0.0761263,-0.000134223,,
Pixel to Wavelength Coefficients:,1775.68,-0.916766,-0.000235065,,
Serial Number:,5510004,,
Scan Config Name:,Column 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.674,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.509839,0.067256,108485.000000,92921.000000
905.375756,0.074406,121306.000000,102206.000000
909.237442,0.076398,131909.000000,110631.000000
913.094897,0.076458,143299.000000,120167.000000
916.948121,0.077810,156982.000000,131232.000000
922.079171,0.079681,179937.000000,149775.000000
925.922522,0.081189,200504.000000,166316.000000
929.761641,0.082242,222660.000000,184247.000000
933.596530,0.083015,244426.000000,201898.000000
937.427188,0.080185,263972.000000,219469.000000
941.253614,0.080284,281845.000000,234275.000000
945.075809,0.079326,297271.000000,247643.000000
950.165487,0.078218,315605.000000,263588.000000
953.977810,0.077259,328029.000000,274570.000000
957.785901,0.076995,340470.000000,285157.000000
961.589761,0.077281,352317.000000,294885.000000
965.389390,0.077509,363056.000000,303714.000000
969.184788,0.077817,373162.000000,311947.000000
972.975955,0.077937,382632.000000,319775.000000
976.762890,0.077856,391202.000000,326998.000000
981.805555,0.078249,400190.000000,334208.000000
985.582618,0.079431,406088.000000,338212.000000
989.355450,0.079505,410162.000000,341547.000000
993.124050,0.080146,412868.000000,343293.000000
996.888419,0.080627,414263.000000,344072.000000
1000.648557,0.081105,415476.000000,344700.000000
1004.404464,0.082305,415479.000000,343751.000000
1009.405758,0.083785,414358.000000,341657.000000
1013.151792,0.084620,412923.000000,339820.000000
1016.893595,0.084623,411526.000000,338668.000000
1020.631167,0.084536,409066.000000,336711.000000
1024.364507,0.084366,406777.000000,334958.000000
1028.093617,0.084491,404427.000000,332927.000000
1031.818495,0.084078,401911.000000,331171.000000
1036.778417,0.083684,398410.000000,328584.000000
1040.493423,0.083009,396204.000000,327273.000000
1044.204197,0.083966,394236.000000,324930.000000
1047.910740,0.083258,392042.000000,323649.000000
1051.613052,0.083012,389823.000000,322000.000000
1055.311133,0.082549,388234.000000,321029.000000
1059.004983,0.081855,387599.000000,321017.000000
1063.923534,0.081294,386688.000000,320676.000000
1067.607511,0.080044,386598.000000,321526.000000
1071.287257,0.080274,387377.000000,322003.000000
1074.962771,0.079568,388536.000000,323492.000000
1078.634055,0.079583,389855.000000,324579.000000
1082.301107,0.078241,391215.000000,326719.000000
1085.963928,0.077940,393215.000000,328617.000000
1090.841108,0.075809,396270.000000,332799.000000
1094.494056,0.075995,398760.000000,334747.000000
1098.142773,0.075253,400987.000000,337192.000000
1101.787259,0.075062,403477.000000,339435.000000
1105.427514,0.074481,406116.000000,342113.000000
1109.063538,0.073802,407701.000000,343985.000000
1112.695330,0.073597,409859.000000,345969.000000
1117.531139,0.073302,412494.000000,348430.000000
1121.153058,0.073836,414909.000000,350039.000000
1124.770747,0.073659,416559.000000,351575.000000
1128.384204,0.074370,418532.000000,352662.000000
1131.993431,0.075471,419956.000000,352966.000000
1135.598426,0.076775,421946.000000,353575.000000
1139.199190,0.078199,423881.000000,354034.000000
1143.993626,0.080959,426786.000000,354202.000000
1147.584518,0.081505,428617.000000,355275.000000
1151.171178,0.081797,431169.000000,357150.000000
1154.753606,0.083163,433579.000000,358018.000000
1158.331804,0.084177,436264.000000,359395.000000
1161.905771,0.085810,439132.000000,360400.000000
1165.475506,0.088343,442389.000000,360962.000000
1169.041010,0.089995,446101.000000,362609.000000
1173.788434,0.093741,451929.000000,364191.000000
1177.344065,0.095816,456026.000000,365741.000000
1180.895466,0.098362,461306.000000,367813.000000
1184.442635,0.100144,467657.000000,371350.000000
1187.985573,0.100768,473969.000000,375822.000000
1191.524279,0.100420,479856.000000,380795.000000
1195.058755,0.100644,487372.000000,386560.000000
1199.764807,0.100032,497347.000000,395028.000000
1203.289410,0.099378,504311.000000,401163.000000
1206.809782,0.098674,511507.000000,407547.000000
