Method:,Column 1,,
Host Date-Time:,31/3/15 @ 12:9:32,,
Header Version:,1,,
System Temp (C):,34.05,,
Detector Temp (C):,34.18,,
Humidity (%):,1.76,,
Lamp PD:,3818,,
Shift Vector Coefficients:,-10.5391,0.0761263,-0.000134223,,
Pixel to Wavelength Coefficients:,1775.68,-0.916766,-0.000235065,,
Serial Number:,5510004,,
Scan Config Name:,Column 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.729,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.509839,0.035053,108485.000000,100073.000000
905.375756,0.039237,121306.000000,110827.000000
909.237442,0.044352,131909.000000,119103.000000
913.094897,0.044158,143299.000000,129445.000000
916.948121,0.045265,156982.000000,141444.000000
922.079171,0.048184,179937.000000,161041.000000
925.922522,0.046901,200504.000000,179979.000000
929.761641,0.048833,222660.000000,198980.000000
933.596530,0.049573,244426.000000,218059.000000
937.427188,0.049095,263972.000000,235756.000000
941.253614,0.048308,281845.000000,252175.000000
945.075809,0.047871,297271.000000,266245.000000
950.165487,0.046695,315605.000000,283432.000000
953.977810,0.046040,328029.000000,295034.000000
957.785901,0.047029,340470.000000,305527.000000
961.589761,0.046850,352317.000000,316289.000000
965.389390,0.046836,363056.000000,325940.000000
969.184788,0.047608,373162.000000,334418.000000
972.975955,0.047419,382632.000000,343054.000000
976.762890,0.047999,391202.000000,350269.000000
981.805555,0.048491,400190.000000,357911.000000
985.582618,0.049006,406088.000000,362756.000000
989.355450,0.050068,410162.000000,365500.000000
993.124050,0.050066,412868.000000,367913.000000
996.888419,0.050813,414263.000000,368522.000000
1000.648557,0.051427,415476.000000,369079.000000
1004.404464,0.052609,415479.000000,368078.000000
1009.405758,0.054061,414358.000000,365860.000000
1013.151792,0.055043,412923.000000,363769.000000
1016.893595,0.055021,411526.000000,362557.000000
1020.631167,0.055211,409066.000000,360232.000000
1024.364507,0.055084,406777.000000,358321.000000
1028.093617,0.054815,404427.000000,356472.000000
1031.818495,0.054612,401911.000000,354420.000000
1036.778417,0.053801,398410.000000,351989.000000
1040.493423,0.053681,396204.000000,350137.000000
1044.204197,0.053595,394236.000000,348467.000000
1047.910740,0.052808,392042.000000,347156.000000
1051.613052,0.051992,389823.000000,345840.000000
1055.311133,0.051344,388234.000000,344945.000000
1059.004983,0.051167,387599.000000,344521.000000
1063.923534,0.050604,386688.000000,344157.000000
1067.607511,0.049553,386598.000000,344911.000000
1071.287257,0.048951,387377.000000,346085.000000
1074.962771,0.048356,388536.000000,347596.000000
1078.634055,0.048299,389855.000000,348822.000000
1082.301107,0.047580,391215.000000,350619.000000
1085.963928,0.046429,393215.000000,353347.000000
1090.841108,0.045978,396270.000000,356462.000000
1094.494056,0.045524,398760.000000,359077.000000
1098.142773,0.044958,400987.000000,361553.000000
1101.787259,0.044850,403477.000000,363889.000000
1105.427514,0.044852,406116.000000,366267.000000
1109.063538,0.044204,407701.000000,368246.000000
1112.695330,0.044318,409859.000000,370098.000000
1117.531139,0.044071,412494.000000,372689.000000
1121.153058,0.045467,414909.000000,373668.000000
1124.770747,0.045820,416559.000000,374849.000000
1128.384204,0.047219,418532.000000,375413.000000
1131.993431,0.047914,419956.000000,376088.000000
1135.598426,0.049725,421946.000000,376298.000000
1139.199190,0.051651,423881.000000,376351.000000
1143.993626,0.053920,426786.000000,376956.000000
1147.584518,0.054888,428617.000000,377730.000000
1151.171178,0.056306,431169.000000,378740.000000
1154.753606,0.057318,433579.000000,379971.000000
1158.331804,0.059098,436264.000000,380760.000000
1161.905771,0.061372,439132.000000,381262.000000
1165.475506,0.063984,442389.000000,381786.000000
1169.041010,0.066393,446101.000000,382860.000000
1173.788434,0.070442,451929.000000,384263.000000
1177.344065,0.072773,456026.000000,385671.000000
1180.895466,0.074799,461306.000000,388320.000000
1184.442635,0.076866,467657.000000,391797.000000
1187.985573,0.077255,473969.000000,396730.000000
1191.524279,0.077397,479856.000000,401526.000000
1195.058755,0.076876,487372.000000,408305.000000
1199.764807,0.075900,497347.000000,417599.000000
1203.289410,0.075275,504311.000000,424056.000000
1206.809782,0.074356,511507.000000,431018.000000
1210.325922,0.073667,519078.000000,438092.000000
1213.837832,0.073222,527163.000000,445372.000000
1217.345510,0.072220,534208.000000,452366.000000
1220.848957,0.070972,540472.000000,458988.000000
1225.513638,0.070153,549929.000000,467901.000000
1229.007212,0.069652,556888.000000,474368.000000
1232.496555,0.069710,562180.000000,478812.000000
1235.981667,0.068699,567975.000000,484876.000000
1239.462548,0.067464,574815.000000,492112.000000
1242.939198,0.066459,582782.000000,500089.000000
1246.411616,0.065715,591476.000000,508419.000000
1251.034925,0.066105,604016.000000,518733.000000
1254.497471,0.065823,612289.000000,526179.000000
1257.955786,0.066407,619125.000000,531338.000000
1261.409869,0.066817,624551.000000,535490.000000
1264.859721,0.067285,629900.000000,539494.000000
1268.305342,0.068140,634345.000000,542232.000000
1271.746732,0.069043,638574.000000,544713.000000
1276.328670,0.069302,642499.000000,547735.000000
1279.760187,0.069351,645905.000000,550576.000000
1283.187473,0.068501,648307.000000,553707.000000
1286.610528,0.068438,650446.000000,555614.000000
