Method:,Column 1,,
Host Date-Time:,31/3/15 @ 11:40:46,,
Header Version:,1,,
System Temp (C):,34.86,,
Detector Temp (C):,35.55,,
Humidity (%):,0.87,,
Lamp PD:,3819,,
Shift Vector Coefficients:,-10.5391,0.0761263,-0.000134223,,
Pixel to Wavelength Coefficients:,1775.68,-0.916766,-0.000235065,,
Serial Number:,5510004,,
Scan Config Name:,Column 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.671,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.509839,0.005159,108485.000000,107204.000000
905.375756,0.010241,121306.000000,118479.000000
909.237442,0.011977,131909.000000,128321.000000
913.094897,0.013325,143299.000000,138969.000000
916.948121,0.015695,156982.000000,151410.000000
922.079171,0.016560,179937.000000,173205.000000
925.922522,0.018428,200504.000000,192174.000000
929.761641,0.019548,222660.000000,212860.000000
933.596530,0.019667,244426.000000,233604.000000
937.427188,0.018930,263972.000000,252713.000000
941.253614,0.017732,281845.000000,270569.000000
945.075809,0.017142,297271.000000,285766.000000
950.165487,0.015363,315605.000000,304636.000000
953.977810,0.014878,328029.000000,316982.000000
957.785901,0.014556,340470.000000,329248.000000
961.589761,0.015166,352317.000000,340226.000000
965.389390,0.014318,363056.000000,351282.000000
969.184788,0.014459,373162.000000,360943.000000
972.975955,0.014310,382632.000000,370230.000000
976.762890,0.015028,391202.000000,377897.000000
981.805555,0.014635,400190.000000,386929.000000
985.582618,0.015051,406088.000000,392256.000000
989.355450,0.015124,410162.000000,396124.000000
993.124050,0.014778,412868.000000,399055.000000
996.888419,0.015140,414263.000000,400070.000000
1000.648557,0.015775,415476.000000,400655.000000
1004.404464,0.016063,415479.000000,400393.000000
1009.405758,0.016416,414358.000000,398988.000000
1013.151792,0.016956,412923.000000,397112.000000
1016.893595,0.017212,411526.000000,395535.000000
1020.631167,0.016684,409066.000000,393649.000000
1024.364507,0.016232,406777.000000,391854.000000
1028.093617,0.015725,404427.000000,390045.000000
1031.818495,0.015737,401911.000000,387608.000000
1036.778417,0.015591,398410.000000,384361.000000
1040.493423,0.015477,396204.000000,382333.000000
1044.204197,0.015084,394236.000000,380778.000000
1047.910740,0.014465,392042.000000,379199.000000
1051.613052,0.014551,389823.000000,376978.000000
1055.311133,0.014559,388234.000000,375435.000000
1059.004983,0.014137,387599.000000,375185.000000
1063.923534,0.013915,386688.000000,374495.000000
1067.607511,0.013469,386598.000000,374792.000000
1071.287257,0.013658,387377.000000,375384.000000
