Method:,Column 1,,
Host Date-Time:,31/3/15 @ 10:56:41,,
Header Version:,1,,
System Temp (C):,32.01,,
Detector Temp (C):,31.65,,
Humidity (%):,3.71,,
Lamp PD:,3827,,
Shift Vector Coefficients:,-10.5391,0.0761263,-0.000134223,,
Pixel to Wavelength Coefficients:,1775.68,-0.916766,-0.000235065,,
Serial Number:,5510004,,
Scan Config Name:,Column 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.675,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.509839,-0.002375,108485.000000,109080.000000
905.375756,0.003003,121306.000000,120470.000000
909.237442,0.004155,131909.000000,130653.000000
913.094897,0.004096,143299.000000,141954.000000
916.948121,0.003266,156982.000000,155806.000000
922.079171,0.003723,179937.000000,178401.000000
925.922522,0.004533,200504.000000,198422.000000
929.761641,0.005980,222660.000000,219615.000000
933.596530,0.006901,244426.000000,240573.000000
937.427188,0.006595,263972.000000,259994.000000
941.253614,0.005959,281845.000000,278004.000000
945.075809,0.006381,297271.000000,292935.000000
950.165487,0.006578,315605.000000,310861.000000
953.977810,0.006136,328029.000000,323427.000000
957.785901,0.006416,340470.000000,335477.000000
961.589761,0.006639,352317.000000,346972.000000
965.389390,0.006695,363056.000000,357502.000000
969.184788,0.006244,373162.000000,367835.000000
972.975955,0.006868,382632.000000,376629.000000
976.762890,0.006211,391202.000000,385647.000000
981.805555,0.007660,400190.000000,393193.000000
985.582618,0.007401,406088.000000,399226.000000
989.355450,0.007918,410162.000000,402752.000000
993.124050,0.008174,412868.000000,405170.000000
996.888419,0.007901,414263.000000,406795.000000
1000.648557,0.008241,415476.000000,407666.000000
1004.404464,0.008663,415479.000000,407273.000000
1009.405758,0.008614,414358.000000,406220.000000
1013.151792,0.009229,412923.000000,404241.000000
1016.893595,0.009308,411526.000000,402800.000000
1020.631167,0.008695,409066.000000,400958.000000
1024.364507,0.008753,406777.000000,398661.000000
1028.093617,0.008458,404427.000000,396627.000000
1031.818495,0.008226,401911.000000,394370.000000
1036.778417,0.008427,398410.000000,390754.000000
1040.493423,0.007998,396204.000000,388974.000000
1044.204197,0.008336,394236.000000,386741.000000
1047.910740,0.007521,392042.000000,385311.000000
1051.613052,0.007299,389823.000000,383326.000000
1055.311133,0.007170,388234.000000,381877.000000
1059.004983,0.006543,387599.000000,381803.000000
1063.923534,0.005522,386688.000000,381802.000000
1067.607511,0.005838,386598.000000,381436.000000
1071.287257,0.004828,387377.000000,383094.000000
1074.962771,0.005221,388536.000000,383893.000000
1078.634055,0.004973,389855.000000,385416.000000
1082.301107,0.004297,391215.000000,387363.000000
1085.963928,0.004191,393215.000000,389439.000000
1090.841108,0.003913,396270.000000,392716.000000
1094.494056,0.004131,398760.000000,394985.000000
1098.142773,0.004654,400987.000000,396713.000000
1101.787259,0.004858,403477.000000,398989.000000
1105.427514,0.006119,406116.000000,400434.000000
1109.063538,0.007532,407701.000000,400691.000000
1112.695330,0.010290,409859.000000,400262.000000
1117.531139,0.015030,412494.000000,398463.000000
1121.153058,0.019523,414909.000000,396670.000000
1124.770747,0.022969,416559.000000,395100.000000
1128.384204,0.023118,418532.000000,396836.000000
1131.993431,0.021061,419956.000000,400076.000000
1135.598426,0.017124,421946.000000,405633.000000
1139.199190,0.013913,423881.000000,410517.000000
1143.993626,0.011202,426786.000000,415918.000000
1147.584518,0.010938,428617.000000,417957.000000
1151.171178,0.010732,431169.000000,420645.000000
1154.753606,0.011131,433579.000000,422608.000000
1158.331804,0.011538,436264.000000,424826.000000
1161.905771,0.012488,439132.000000,426685.000000
1165.475506,0.012321,442389.000000,430015.000000
1169.041010,0.012357,446101.000000,433587.000000
1173.788434,0.012449,451929.000000,439158.000000
1177.344065,0.012044,456026.000000,443553.000000
1180.895466,0.010887,461306.000000,449886.000000
1184.442635,0.009377,467657.000000,457668.000000
1187.985573,0.008461,473969.000000,464824.000000
1191.524279,0.007461,479856.000000,471683.000000
1195.058755,0.007335,487372.000000,479210.000000
1199.764807,0.006939,497347.000000,489464.000000
1203.289410,0.006415,504311.000000,496917.000000
1206.809782,0.006255,511507.000000,504193.000000
1210.325922,0.006087,519078.000000,511854.000000
1213.837832,0.006487,527163.000000,519347.000000
1217.345510,0.006493,534208.000000,526281.000000
1220.848957,0.006507,540472.000000,532435.000000
1225.513638,0.005981,549929.000000,542407.000000
1229.007212,0.006121,556888.000000,549094.000000
1232.496555,0.006051,562180.000000,554402.000000
1235.981667,0.005274,567975.000000,561119.000000
1239.462548,0.005411,574815.000000,567697.000000
1242.939198,0.004622,582782.000000,576612.000000
1246.411616,0.004765,591476.000000,585022.000000
1251.034925,0.004544,604016.000000,597729.000000
1254.497471,0.005253,612289.000000,604928.000000
1257.955786,0.005362,619125.000000,611528.000000
1261.409869,0.005466,624551.000000,616739.000000
1264.859721,0.005789,629900.000000,621559.000000
1268.305342,0.005806,634345.000000,625921.000000
1271.746732,0.006066,638574.000000,629717.000000
1276.328670,0.006332,642499.000000,633200.000000
1279.760187,0.006702,645905.000000,636014.000000
1283.187473,0.006373,648307.000000,638863.000000
1286.610528,0.006743,650446.000000,640425.000000
1290.029352,0.006763,652132.000000,642056.000000
1293.443944,0.006634,653907.000000,643994.000000
1296.854305,0.006545,655963.000000,646152.000000
1301.394872,0.006664,657349.000000,647339.000000
1304.795360,0.006975,657558.000000,647081.000000
1308.191618,0.007247,658515.000000,647618.000000
1311.583644,0.007175,658804.000000,648010.000000
1314.971439,0.007084,659011.000000,648349.000000
1318.355003,0.007504,658272.000000,646996.000000
1321.734336,0.007982,658022.000000,646039.000000
1326.233531,0.008111,657870.000000,645697.000000
1329.602991,0.008370,656482.000000,643951.000000
1332.968219,0.008778,654926.000000,641822.000000
1336.329217,0.008843,653727.000000,640551.000000
1339.685984,0.010261,652497.000000,637261.000000
1343.038519,0.011025,649913.000000,633622.000000
1346.386823,0.012598,647671.000000,629153.000000
1349.730896,0.013945,645338.000000,624945.000000
1354.183078,0.015521,641175.000000,618665.000000
1357.517278,0.016402,638376.000000,614716.000000
1360.847247,0.016364,635805.000000,612294.000000
1364.172985,0.016192,633413.000000,610232.000000
1367.494492,0.016464,631026.000000,607552.000000
1370.811767,0.016593,628050.000000,604507.000000
1374.124812,0.016750,625034.000000,601387.000000
1378.535622,0.016952,620272.000000,596527.000000
1381.838794,0.017472,616892.000000,592566.000000
1385.137734,0.017530,613613.000000,589338.000000
1388.432444,0.017932,611526.000000,586790.000000
1391.722922,0.018785,610663.000000,584813.000000
1395.009169,0.019643,610634.000000,583631.000000
1398.291185,0.020522,611700.000000,583467.000000
1402.660624,0.022304,614051.000000,583311.000000
1405.932767,0.023619,616268.000000,583647.000000
1409.200679,0.024273,617795.000000,584213.000000
1412.464359,0.024294,618872.000000,585203.000000
1415.723809,0.024947,619795.000000,585195.000000
1418.979027,0.024419,620495.000000,586569.000000
1422.230015,0.024736,621087.000000,586701.000000
1426.558082,0.023468,621375.000000,588689.000000
1429.799197,0.022573,621616.000000,590132.000000
1433.036080,0.021899,622129.000000,591537.000000
1436.268732,0.021472,621526.000000,591545.000000
1439.497153,0.020339,621113.000000,592695.000000
1442.721343,0.020241,620921.000000,592646.000000
1445.941302,0.019789,620270.000000,592641.000000
1450.227998,0.018999,618860.000000,592371.000000
1453.438084,0.019189,617697.000000,590999.000000
1456.643939,0.018963,616264.000000,589934.000000
1459.845562,0.018378,614413.000000,588956.000000
1463.042954,0.018054,612307.000000,587375.000000
1466.236116,0.017893,610032.000000,585409.000000
1469.425046,0.017397,607345.000000,583497.000000
1473.670371,0.017239,603789.000000,580291.000000
1476.849428,0.017407,601175.000000,577556.000000
1480.024254,0.016417,597737.000000,575563.000000
1483.194849,0.016692,594479.000000,572064.000000
1486.361213,0.016407,591232.000000,569313.000000
1489.523345,0.016701,587853.000000,565676.000000
1492.681247,0.016965,583875.000000,561506.000000
1496.885200,0.016770,578062.000000,556166.000000
1500.033229,0.016604,574159.000000,552622.000000
1503.177027,0.016170,570285.000000,549442.000000
1506.316593,0.015815,565444.000000,545224.000000
1509.451928,0.015645,560571.000000,540736.000000
1512.583032,0.015585,555821.000000,536229.000000
1515.709905,0.015055,550344.000000,531593.000000
1519.872487,0.015155,543983.000000,525328.000000
1522.989487,0.014981,538764.000000,520496.000000
1526.102256,0.015362,533692.000000,515144.000000
1529.210794,0.015386,527902.000000,509527.000000
1532.315101,0.015727,521886.000000,503325.000000
1535.415176,0.015878,515888.000000,497368.000000
1538.511021,0.016135,509987.000000,491387.000000
1541.602634,0.015641,503936.000000,486110.000000
1545.718203,0.015214,494694.000000,477664.000000
1548.799943,0.015550,488378.000000,471201.000000
1551.877452,0.015599,481832.000000,464833.000000
1554.950730,0.015919,474989.000000,457894.000000
1558.019777,0.015682,467818.000000,451227.000000
1561.084593,0.015530,460730.000000,444546.000000
1564.145177,0.015338,454170.000000,438410.000000
1568.219375,0.015607,444181.000000,428502.000000
1571.270087,0.016019,436947.000000,421124.000000
1574.316568,0.015916,429598.000000,414139.000000
1577.358817,0.016876,422039.000000,405954.000000
1580.396835,0.016648,414375.000000,398791.000000
1583.430622,0.017142,406354.000000,390627.000000
1586.460178,0.016920,398475.000000,383249.000000
1590.493005,0.017556,388982.000000,373571.000000
1593.512688,0.018225,380708.000000,365062.000000
1596.528140,0.019481,372727.000000,356377.000000
1599.539361,0.020367,365060.000000,348335.000000
1602.546350,0.022249,357543.000000,339687.000000
1605.549109,0.023634,349495.000000,330984.000000
1608.547636,0.025853,341154.000000,321438.000000
1612.539091,0.030129,330877.000000,308701.000000
1615.527746,0.030892,322904.000000,300733.000000
1618.512169,0.033010,315116.000000,292052.000000
1621.492362,0.035742,307217.000000,282946.000000
1624.468323,0.037770,299481.000000,274536.000000
1627.440053,0.041964,292112.000000,265207.000000
1630.407551,0.047396,284245.000000,254857.000000
1634.357635,0.059465,274079.000000,239007.000000
1637.315261,0.072451,266916.000000,225904.000000
1640.268656,0.087082,259612.000000,212443.000000
1643.217819,0.103033,251804.000000,198623.000000
1646.162752,0.120422,244348.000000,185177.000000
1649.103453,0.136379,236703.000000,172912.000000
1652.039924,0.150147,228171.000000,161478.000000
1655.948635,0.158229,215408.000000,149635.000000
1658.875233,0.156333,204937.000000,142984.000000
1661.797599,0.144256,193395.000000,138736.000000
1664.715734,0.125806,179728.000000,134527.000000
1667.629638,0.103241,163642.000000,129019.000000
1670.539311,0.080747,146312.000000,121488.000000
1673.444753,0.062250,128451.000000,111298.000000
1677.312093,0.036808,105080.000000,96541.000000
1680.207662,0.020315,88906.000000,84843.000000
1683.099000,0.009550,75033.000000,73401.000000
1685.986106,0.000048,63520.000000,63513.000000
1688.868982,0.000129,53714.000000,53698.000000
1691.747626,-0.000941,45653.000000,45752.000000
1694.622039,-0.003382,39137.000000,39443.000000
1697.492221,0.001326,33776.000000,33673.000000
1701.312548,0.011053,28175.000000,27467.000000
